Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Location
First Baptist Church,Ontario,10/10/2002,02NR01917,-76.98730444622058,42.87118687950013,"(42.87118687950013, -76.98730444622058)"
First Baptist Church of Phelps,Ontario,05/22/1992,92NR00334,-77.05870300224485,42.95500423328289,"(42.95500423328289, -77.05870300224485)"
Genesee Park Historic District,Ontario,10/10/2002,02NR01935,-76.98332812997221,42.87140781482906,"(42.87140781482906, -76.98332812997221)"
Geneva (34th Independent Company) Armory,Ontario,03/02/1995,94NR00540,-76.98583170951623,42.86721860717778,"(42.86721860717778, -76.98583170951623)"
GENEVA COMMERCIAL HISTORIC DISTRICT,Ontario,05/13/2014,13NR06486,-76.98237877151534,42.86751396134652,"(42.86751396134652, -76.98237877151534)"
"Geneva Hall and Trinity Hall, Hobart & William Smith College",Ontario,07/16/1973,90NR01988,-76.98335349120931,42.85807641075158,"(42.85807641075158, -76.98335349120931)"
Granger Cottage,Ontario,04/26/1984,90NR02001,-77.28533227372482,42.89766021991421,"(42.89766021991421, -77.28533227372482)"
"Granger, Francis, House",Ontario,04/26/1984,90NR02002,-77.29151847970812,42.90063893342383,"(42.90063893342383, -77.29151847970812)"
Harmon Cobblestone Farmhouse,Ontario,05/22/1992,92NR00335,-77.12416100468518,42.99275556718566,"(42.99275556718566, -77.12416100468518)"
"Howe, Dr. John Quincy, House",Ontario,02/05/2002,01NR01878,-77.05566690948527,42.95739864781339,"(42.95739864781339, -77.05566690948527)"
"Huffman, William, Cobblestone House",Ontario,12/31/2002,02NR04981,-76.96817130713752,42.98442499327719,"(42.98442499327719, -76.96817130713752)"
Marshall House,Ontario,04/26/1984,90NR02003,-77.29111011725803,42.88073478372707,"(42.88073478372707, -77.29111011725803)"
Morgan Hook & Ladder Company,Ontario,06/02/1995,95NR00832,-77.40312738944586,42.61529234247537,"(42.61529234247537, -77.40312738944586)"
Naples Memorial Town Hall,Ontario,05/13/1996,96NR00972,-77.4000336706591,42.61726550633924,"(42.61726550633924, -77.4000336706591)"
Nester House,Ontario,04/09/1984,90NR02045,-76.97909152956522,42.84876864718755,"(42.84876864718755, -76.97909152956522)"
Ontario and Livingston Mutual Insurance Office,Ontario,11/21/2008,08NR05863,-77.53708815313362,42.90606118276087,"(42.90606118276087, -77.53708815313362)"
Osborne House,Ontario,07/11/1980,90NR02009,-77.41061786388173,42.9787407944904,"(42.9787407944904, -77.41061786388173)"
Parrott Hall,Ontario,08/12/1971,90NR01987,-77.0080211031471,42.87689762836253,"(42.87689762836253, -77.0080211031471)"
Phelps Town Hall,Ontario,04/25/1996,96NR00971,-77.05728615422592,42.95730549484934,"(42.95730549484934, -77.05728615422592)"
Port Gibson United Methodist Church,Ontario,11/29/1996,96NR01090,-77.15622380945159,43.03685876984506,"(43.03685876984506, -77.15622380945159)"
Rippey Cobblestone House,Ontario,10/06/1992,92NR00359,-77.038274449403,42.84064080298939,"(42.84064080298939, -77.038274449403)"
Saint Bridget's Roman Catholic Church Complex,Ontario,08/28/1992,92NR00382,-77.43295270374024,42.90104272791491,"(42.90104272791491, -77.43295270374024)"
Saint Peter's Episcopal Church,Ontario,11/29/1996,96NR01091,-77.42388407080986,42.90033205344853,"(42.90033205344853, -77.42388407080986)"
Saltonstall Street School,Ontario,04/26/1984,90NR02004,-77.27594234485836,42.88429356342837,"(42.88429356342837, -77.27594234485836)"
Seneca Presbyterian Church,Ontario,05/25/1973,90NR01984,-77.05188240241469,42.81447938280389,"(42.81447938280389, -77.05188240241469)"
Smith Observatory and Dr. William R. Brooks House,Ontario,04/11/2008,07NR05809,-77.00285228683379,42.8724077429745,"(42.8724077429745, -77.00285228683379)"
Smith's Opera House,Ontario,10/10/1979,90NR01991,-76.98410598746494,42.86709319289367,"(42.86709319289367, -76.98410598746494)"
Sonnenberg Gardens,Ontario,09/28/1973,90NR01994,-77.27217701412417,42.89816706733586,"(42.89816706733586, -77.27217701412417)"
South Bristol Grange 1107,Ontario,12/19/1997,97NR01255,-77.38045700457421,42.7080325694392,"(42.7080325694392, -77.38045700457421)"
South Main Street Historic District,Ontario,12/31/1974,90NR01989,-76.98241927385655,42.858606904722,"(42.858606904722, -76.98241927385655)"
St. Francis De Sales Parish,Ontario,08/10/2015,15NR00053,-76.97957983219412,42.87363300499895,"(42.87363300499895, -76.97957983219412)"
St. John's Episcopal Church,Ontario,11/07/1978,90NR02008,-77.05769081292209,42.9566098509577,"(42.9566098509577, -77.05769081292209)"
"Swift, Philetus, House",Ontario,03/15/2005,04NR05351,-77.01772792081488,42.94926843903247,"(42.94926843903247, -77.01772792081488)"
United States Post Office-Canandaigua,Ontario,11/17/1988,90NR02006,-77.28240010885708,42.88843107124804,"(42.88843107124804, -77.28240010885708)"
United States Post Office-Geneva,Ontario,05/11/1989,90NR01992,-76.98311482949958,42.8676694827307,"(42.8676694827307, -76.98311482949958)"
Valentown Hall,Ontario,05/09/1997,97NR01204,-77.43538857905793,43.0263529766062,"(43.0263529766062, -77.43538857905793)"
"Warner, Oliver, Farmstead",Ontario,11/17/1988,90NR01983,-77.13422777010078,42.91239549277174,"(42.91239549277174, -77.13422777010078)"
Washington Street Cemetery,Ontario,06/04/2002,02NR01918,-76.99068205509498,42.8623302882128,"(42.8623302882128, -76.99068205509498)"
Watrous Peck House,Ontario,03/13/2017,16NR00037,-77.52373320882508,42.86984009795034,"(42.86984009795034, -77.52373320882508)"
"Wheeler, Addison, House",Ontario,03/15/2005,04NR05352,-77.37313026786181,42.85935175017687,"(42.85935175017687, -77.37313026786181)"
Wilder Cemetery,Ontario,03/23/2003,02NR01916,-77.39707363016977,42.73544163519767,"(42.73544163519767, -77.39707363016977)"
WOODLAWN CEMETERY,Ontario,11/12/2014,14NR06572,-77.29793003796186,42.88842890847531,"(42.88842890847531, -77.29793003796186)"
1841 Goshen Courthouse,Orange,03/04/1975,90NR02338,-74.32205905580662,41.40296214809353,"(41.40296214809353, -74.32205905580662)"
Adams-Chadeayne-Taft Estate,Orange,12/18/2013,13NR06480,-74.0128869947889,41.44716768957294,"(41.44716768957294, -74.0128869947889)"
African-American Cemetery,Orange,08/16/1996,96NR01032,-74.25423876803671,41.50508923451073,"(41.50508923451073, -74.25423876803671)"
Arden (E.H. Harriman Estate),Orange,11/13/1966,90NR02313,-74.11865818109324,41.297619645959,"(41.297619645959, -74.11865818109324)"
A. Walsh House,Orange,12/28/2011,01NR01854,-74.10041903909276,41.43976516896373,"(41.43976516896373, -74.10041903909276)"
Balmville Cemetery,Orange,01/19/2010,09NR05991,-74.01158773444402,41.53459635661849,"(41.53459635661849, -74.01158773444402)"
"Barr, Amelia, House",Orange,11/23/1982,90NR02342,-74.01178869386128,41.42668433024345,"(41.42668433024345, -74.01178869386128)"
"Beakes, John G., House",Orange,11/29/2010,10NR06167,-74.42658187851346,41.44793067674299,"(41.44793067674299, -74.42658187851346)"
Bear Mountain State Park Historic District,Orange,,91NR00060,-73.99769260620566,41.31764263977345,"(41.31764263977345, -73.99769260620566)"
Belknap Stone House,Orange,08/15/2001,01NR01785,-74.09128887785364,41.50962678021043,"(41.50962678021043, -74.09128887785364)"
"Blake, John, House",Orange,12/20/1984,90NR02349,-74.20897276417618,41.49287166633396,"(41.49287166633396, -74.20897276417618)"
Bloomer-Dailey House and Balmville Tree,Orange,12/07/2000,00NR01694,-74.01247104965952,41.53235954499161,"(41.53235954499161, -74.01247104965952)"
Blooming Grove Church,Orange,12/06/1996,96NR01098,-74.19815033863853,41.40423695947065,"(41.40423695947065, -74.19815033863853)"
Bodine Farmhouse,Orange,05/03/2006,05NR05447,-74.19533877888588,41.57322351093757,"(41.57322351093757, -74.19533877888588)"
Bodine's Tavern,Orange,05/31/2016,15NR00072,-74.26550520476815,41.50217096428094,"(41.50217096428094, -74.26550520476815)"
"Bookstaver, Jacob, House",Orange,06/03/1996,96NR00975,-74.24386686198709,41.55908659654988,"(41.55908659654988, -74.24386686198709)"
"Boulders, The",Orange,08/08/2001,01NR01784,-74.31265142204421,41.18766818155132,"(41.18766818155132, -74.31265142204421)"
"Brewster, Oliver, House",Orange,03/08/1996,90NR03054,-74.03724317249576,41.44014073362242,"(41.44014073362242, -74.03724317249576)"
Bridge Street Historic District,Orange,11/21/1980,90NR02350,-74.23932999520481,41.52797200543927,"(41.52797200543927, -74.23932999520481)"
"Brooks, Samuel, House",Orange,03/08/1996,90NR03055,-74.07535811238425,41.42056696069474,"(41.42056696069474, -74.07535811238425)"
Brotherhood Winery,Orange,04/21/2000,00NR01598,-74.16204338763329,41.43205575171724,"(41.43205575171724, -74.16204338763329)"
Brown Farmstead,Orange,12/07/2005,05NR05469,-74.14037472850802,41.54144630776353,"(41.54144630776353, -74.14037472850802)"
"Buell, William, III, House",Orange,10/24/1986,90NR02355,-74.28562305999766,41.47372289682645,"(41.47372289682645, -74.28562305999766)"
Bull-Jackson House,Orange,05/17/1974,90NR02295,-74.27642996368805,41.46861113478869,"(41.46861113478869, -74.27642996368805)"
Bull Stone House,Orange,07/18/1974,90NR02296,-74.26129851915844,41.43231622473507,"(41.43231622473507, -74.26129851915844)"
Camp Olmsted,Orange,11/23/1982,90NR02343,-74.00482126709286,41.43822825427304,"(41.43822825427304, -74.00482126709286)"
Canterbury Presbyterian Church,Orange,06/03/1996,96NR00976,-74.03106760885368,41.43508077458241,"(41.43508077458241, -74.03106760885368)"
Carney-Gatfield House,Orange,03/08/1996,90NR03049,-74.05391797568409,41.41166213808413,"(41.41166213808413, -74.05391797568409)"
Cash-Draper House,Orange,06/26/2017,17NR00012,-74.4200539228534,41.45008541947544,"(41.45008541947544, -74.4200539228534)"
"Center Street, House at 37",Orange,11/23/1982,90NR02326,-73.96730769898146,41.37004948249988,"(41.37004948249988, -73.96730769898146)"
Checkerboard Inn,Orange,11/29/2006,06NR05634,-74.18413766135369,41.30051506326421,"(41.30051506326421, -74.18413766135369)"
Christ Church,Orange,08/15/2008,08NR05854,-74.41789250710951,41.44583172717761,"(41.44583172717761, -74.41789250710951)"
Church of the Holy Innocents and Rectory,Orange,11/23/1982,90NR02327,-73.96460099687698,41.37317779441786,"(41.37317779441786, -73.96460099687698)"
Church Park Historic District,Orange,11/17/1980,90NR02339,-74.31976852969854,41.40293529895922,"(41.40293529895922, -74.31976852969854)"
Church Park Historic District (Boundary Increase),Orange,09/15/2004,02NR05045,-74.32051964973515,41.39774297849954,"(41.39774297849954, -74.32051964973515)"
"Clark, A. J., Store",Orange,12/06/1996,90NR03226,-74.03380528576746,41.43557571630279,"(41.43557571630279, -74.03380528576746)"
"Clark, Hulet, Farmstead",Orange,11/05/1998,98NR01414,-74.54027199072841,41.35585615656607,"(41.35585615656607, -74.54027199072841)"
"Cocks, Isaac, House",Orange,03/08/1996,90NR03064,-74.06463367777273,41.42614643552972,"(41.42614643552972, -74.06463367777273)"
Colden Family Cemetery,Orange,02/09/2005,04NR05262,-74.145453459968,41.52151415066448,"(41.52151415066448, -74.145453459968)"
Colden Mansion Ruins,Orange,07/24/2007,06NR05633,-74.13271526479753,41.52704030724706,"(41.52704030724706, -74.13271526479753)"
Cornwall Friends' Meeting House,Orange,12/07/1988,90NR02291,-74.0430967889232,41.43416810466185,"(41.43416810466185, -74.0430967889232)"
Cosman Family Cemetery,Orange,11/08/2006,06NR05631,-74.0042976004862,41.58236953300255,"(41.58236953300255, -74.0042976004862)"
Cottage in the Pines,Orange,10/06/2015,14NR06545,-74.73456099749512,41.47251459269431,"(41.47251459269431, -74.73456099749512)"
"Crabtree, John A., House",Orange,08/06/1998,98NR01377,-74.22582758076427,41.52865772494579,"(41.52865772494579, -74.22582758076427)"
Crabtree-Patchett House,Orange,11/21/1980,90NR02353,-74.22815552080561,41.52630777834342,"(41.52630777834342, -74.22815552080561)"
Cragston Dependencies,Orange,11/23/1982,90NR02298,-73.97073910705994,41.3523343990599,"(41.3523343990599, -73.97073910705994)"
"Crane House, 220 Dosen Road",Orange,05/18/2018,18NR00009,-74.43314217891366,41.51020848474982,"(41.51020848474982, -74.43314217891366)"
"Crawford, David, House",Orange,09/27/1972,90NR02317,-74.00802689260783,41.50876342733743,"(41.50876342733743, -74.00802689260783)"
"Crawford, John I., Farm",Orange,08/06/1998,98NR01374,-74.33044391809219,41.57712252567482,"(41.57712252567482, -74.33044391809219)"
Cromwell Manor,Orange,06/03/1996,90NR03229,-74.04444411811895,41.42449136065331,"(41.42449136065331, -74.04444411811895)"
Culver Randel House and Mill,Orange,05/20/1998,98NR01339,-74.35159839592188,41.34179984252346,"(41.34179984252346, -74.35159839592188)"
Deer Hill,Orange,11/23/1982,90NR02344,-74.01595108174769,41.42435823035492,"(41.42435823035492, -74.01595108174769)"
Denniston-Steidle House,Orange,05/08/2012,12NR06312,-74.10777150355489,41.46148736917131,"(41.46148736917131, -74.10777150355489)"
"Dickerson, Abraham, House",Orange,11/03/1995,95NR00884,-74.25268813482081,41.57258025733615,"(41.57258025733615, -74.25268813482081)"
District School No. 9 (The Old Stone Schoolhouse),Orange,09/15/1988,90NR02294,-74.34952107057345,41.37643440139709,"(41.37643440139709, -74.34952107057345)"
Dock Hill Road Extension Stone Arch Bridge,Orange,01/13/2010,09NR06041,-74.0069455348048,41.44300076158811,"(41.44300076158811, -74.0069455348048)"
Dodge-Greenleaf House,Orange,03/05/2008,07NR05794,-74.54084357257403,41.47456438797714,"(41.47456438797714, -74.54084357257403)"
Dubois-Phelps House,Orange,08/21/1997,97NR01239,-74.19457166434563,41.57556216109688,"(41.57556216109688, -74.19457166434563)"
Dunning House,Orange,12/28/2001,01NR01853,-74.4569905497702,41.38496477243891,"(41.38496477243891, -74.4569905497702)"
Dutch Reformed Church,Orange,12/18/1970,90NR02316,-74.00837742511317,41.50478931041871,"(41.50478931041871, -74.00837742511317)"
East End Historic District,Orange,09/12/1985,90NR02320,-74.01268589433613,41.50217795576685,"(41.50217795576685, -74.01268589433613)"
Echo Lawn Estate,Orange,03/23/2009,07NR05761,-74.00699958194386,41.53450252712596,"(41.53450252712596, -74.00699958194386)"
Edmonston House,Orange,03/02/1979,90NR02310,-74.0615528327423,41.45361138207932,"(41.45361138207932, -74.0615528327423)"
Erie Railroad Station,Orange,04/11/1980,90NR02324,-74.69162689434803,41.37232950641121,"(41.37232950641121, -74.69162689434803)"
Everett-Bradner House,Orange,10/27/2004,04NR05226,-74.32580949786332,41.38966948096137,"(41.38966948096137, -74.32580949786332)"
First Congregational Church of Middletown,Orange,12/07/2005,05NR05466,-74.41888393007788,41.44575594104635,"(41.44575594104635, -74.41888393007788)"
First Presbyterian Church of Chester,Orange,01/07/1998,97NR01267,-74.27785511573346,41.35708974099988,"(41.35708974099988, -74.27785511573346)"
First Presbyterian Church of Highland Falls,Orange,11/23/1982,90NR02328,-73.96494510912298,41.37160930103177,"(41.37160930103177, -73.96494510912298)"
Firthcliffe Firehouse,Orange,06/03/1996,90NR03237,-74.04512725545148,41.44381817133459,"(41.44381817133459, -74.04512725545148)"
Fort Decker,Orange,06/13/1974,90NR02323,-74.70154357912742,41.37847496615861,"(41.37847496615861, -74.70154357912742)"
Fury Brook Farm,Orange,09/15/2004,04NR05227,-74.27983847730317,41.32633992650356,"(41.32633992650356, -74.27983847730317)"
"Gardner, Silas, House",Orange,03/28/1980,90NR02306,-74.06984379682616,41.52716372482818,"(41.52716372482818, -74.06984379682616)"
Gatehouse on Deerhill Road,Orange,11/23/1982,90NR02345,-74.01998230661948,41.42598908851773,"(41.42598908851773, -74.01998230661948)"
Grace Episcopal Church,Orange,11/29/2010,05NR05543,-74.4198652281347,41.44673167171333,"(41.44673167171333, -74.4198652281347)"
Gumaer Cemetery,Orange,09/18/2017,17NR00050,-74.61418826038941,41.43683570404362,"(41.43683570404362, -74.61418826038941)"
"Haines, Benjamin, House",Orange,06/03/1996,96NR00974,-74.18476989924392,41.53494799477219,"(41.53494799477219, -74.18476989924392)"
"Hand, Elias, House",Orange,08/28/1998,98NR01375,-74.08053698174388,41.40052716201541,"(41.40052716201541, -74.08053698174388)"
"Hand, Walter, House",Orange,,90NR03063,-74.06404842716175,41.40582768614822,"(41.40582768614822, -74.06404842716175)"
Harrison Meeting House Site and Cemetery,Orange,03/09/1998,98NR01297,-74.25203944518448,41.5112843731555,"(41.5112843731555, -74.25203944518448)"
Haskell House,Orange,06/04/1973,90NR02309,-74.0425150228772,41.48055320765375,"(41.48055320765375, -74.0425150228772)"
"Hathorn, General John, Stone House",Orange,03/12/2001,01NR01742,-74.37075841529317,41.24665780498574,"(41.24665780498574, -74.37075841529317)"
"Hawkins, Jacob & Caroline, House",Orange,06/21/2019,19NR00011,-74.20798012758385,41.47292843629779,"(41.47292843629779, -74.20798012758385)"
"Hays, John R., House",Orange,08/22/2002,02NR01922,-74.18812857073382,41.5589818103473,"(41.5589818103473, -74.18812857073382)"
Highland Falls Railroad Depot,Orange,11/23/1982,90NR02329,-73.96090584702434,41.37453696041599,"(41.37453696041599, -73.96090584702434)"
Highland Falls Village Hall,Orange,11/23/1982,90NR02330,-73.96542240469468,41.37059015398516,"(41.37059015398516, -73.96542240469468)"
"Hill, Nathaniel, Brick House",Orange,01/05/1978,90NR02304,-74.17614940706268,41.52543560036064,"(41.52543560036064, -74.17614940706268)"
Hillside Cemetery,Orange,09/07/1994,94NR00710,-74.42969472333091,41.44275935142609,"(41.44275935142609, -74.42969472333091)"
Historic Track,Orange,10/15/1966,90NR02337,-74.31849770821893,41.4022526957312,"(41.4022526957312, -74.31849770821893)"
Hopewell Presbyterian Church,Orange,01/07/1998,97NR01265,-74.33478797856671,41.57027137532344,"(41.57027137532344, -74.33478797856671)"
House at 116 Main Street,Orange,11/23/1982,90NR02331,-73.96450511070356,41.37265480435422,"(41.37265480435422, -73.96450511070356)"
Huguenot Schoolhouse (District School No. 3),Orange,08/21/1997,97NR01237,-74.63215372345208,41.41971370721381,"(41.41971370721381, -74.63215372345208)"
Kellogg House,Orange,04/16/2001,00NR01693,-74.06550622218796,41.42524100553523,"(41.42524100553523, -74.06550622218796)"
"Knox Headquarters (Ellison, John, House)",Orange,11/09/1972,90NR02311,-74.04799352979146,41.45378558027345,"(41.45378558027345, -74.04799352979146)"
LeDoux/Healey House,Orange,11/23/1982,90NR02346,-74.01745542208205,41.42478616874399,"(41.42478616874399, -74.01745542208205)"
Lower Dock Hill Road Stone Arch Bridge,Orange,04/28/2010,09NR06083,-74.00328861725065,41.44296349683719,"(41.44296349683719, -74.00328861725065)"
"Mapes, Mortimer L., House & Seward Homestead",Orange,11/29/2011,10NR06166,-74.35596627163291,41.33328365488652,"(41.33328365488652, -74.35596627163291)"
Maple Lawn,Orange,06/28/1984,90NR02307,-74.01158919330804,41.52384771048425,"(41.52384771048425, -74.01158919330804)"
"McDowell, Thomas, House",Orange,07/28/2004,03NR05145,-74.10928388111608,41.46998766287082,"(41.46998766287082, -74.10928388111608)"
"Miller, Johannes, House",Orange,11/21/1980,90NR02351,-74.25290366131873,41.51242146401597,"(41.51242146401597, -74.25290366131873)"
Mill House (Gomez the Jew House),Orange,01/29/1973,90NR02305,-73.9811195435115,41.58639803526432,"(41.58639803526432, -73.9811195435115)"
Milliken-Smith Farm,Orange,03/25/2009,08NR05928,-74.20887543351178,41.53455293386649,"(41.53455293386649, -74.20887543351178)"
"Millspaugh, Gilbert, House",Orange,11/07/2005,04NR05388,-74.18729083513752,41.55895790205766,"(41.55895790205766, -74.18729083513752)"
Moffat Library,Orange,08/19/1994,94NR00633,-74.16746255183986,41.42786313823549,"(41.42786313823549, -74.16746255183986)"
Monroe Village Historic District,Orange,11/19/1998,98NR01380,-74.1851703178919,41.32455822301326,"(41.32455822301326, -74.1851703178919)"
Montgomery Water Works Building,Orange,02/09/2005,04NR05258,-74.22668539999539,41.52494870203036,"(41.52494870203036, -74.22668539999539)"
Montgomery Worsted Mills,Orange,11/21/1980,90NR02352,-74.22439302515446,41.53080113636318,"(41.53080113636318, -74.22439302515446)"
"Morehouse, Jeremiah, Homestead",Orange,04/12/2006,05NR05468,-74.36893582610816,41.2452341225378,"(41.2452341225378, -74.36893582610816)"
"Mould, Moses, House",Orange,08/22/2002,02NR01923,-74.26600434557095,41.52846277749858,"(41.52846277749858, -74.26600434557095)"
Mountainville Grange,Orange,06/03/1996,90NR03247,-74.0796165220897,41.39990864239365,"(41.39990864239365, -74.0796165220897)"
Neversink Valley Grange No. 1530,Orange,12/11/2013,13NR06479,-74.63197937303183,41.42025994351146,"(41.42025994351146, -74.63197937303183)"
Newburgh Colored Burial Ground,Orange,03/31/2010,09NR06081,-74.02124094335059,41.50107198373249,"(41.50107198373249, -74.02124094335059)"
New Windsor Cantonment,Orange,07/31/1972,90NR02308,-74.06276517928681,41.47456179197485,"(41.47456179197485, -74.06276517928681)"
New York State Armory,Orange,06/18/1981,90NR02319,-74.01320744271537,41.49974221351211,"(41.49974221351211, -74.01320744271537)"
"NY, Ontario & Western Railroad Middletown Station",Orange,04/07/2014,13NR06508,-74.41313637234617,41.45230765905846,"(41.45230765905846, -74.41313637234617)"
Old Town Cemetery and Palatine Church Site,Orange,06/30/2000,00NR01617,-74.00985858442161,41.50755732654773,"(41.50755732654773, -74.00985858442161)"
Oliver Avenue Bridge,Orange,07/19/1984,90NR02322,-74.43297322377501,41.45396616873963,"(41.45396616873963, -74.43297322377501)"
Olivet Chapel (St. John's AUMP Church),Orange,06/09/2010,10NR06099,-74.32794546703012,41.40120518115253,"(41.40120518115253, -74.32794546703012)"
Orange Mill Hill Historic District,Orange,05/01/1997,97NR01150,-74.05887119453256,41.52276521314338,"(41.52276521314338, -74.05887119453256)"
Palisades Interstate Parkway,Orange,08/02/1999,98NR01343,-73.98162238716988,41.09376547773714,"(41.09376547773714, -73.98162238716988)"
Paramount Theatre,Orange,03/06/2002,01NR01851,-74.42091936878127,41.44429522349115,"(41.44429522349115, -74.42091936878127)"
Parry House,Orange,11/23/1982,90NR02332,-73.96244122325345,41.36909127974797,"(41.36909127974797, -73.96244122325345)"
"Patton, James 'Squire,' House",Orange,05/12/2008,07NR05797,-74.07338545603776,41.48598374307477,"(41.48598374307477, -74.07338545603776)"
Peachcroft,Orange,03/10/1995,95NR00764,-74.21516762273228,41.54443457387974,"(41.54443457387974, -74.21516762273228)"
Peale's Barber Farm Mastodon Exhumation Site,Orange,10/20/2009,09NR06017,-74.21765733408493,41.52651301179674,"(41.52651301179674, -74.21765733408493)"
"Pelton, Gideon, Farm",Orange,11/03/1995,95NR00885,-74.23906714545772,41.50607997653299,"(41.50607997653299, -74.23906714545772)"
"Pigott, Patrick, House (Angola Lodge)",Orange,08/28/1998,98NR01379,-74.04104446907901,41.42806165992563,"(41.42806165992563, -74.04104446907901)"
Pine Terrace,Orange,11/23/1982,90NR02333,-73.96484465052475,41.36448129080393,"(41.36448129080393, -73.96484465052475)"
Powelton Club,Orange,12/20/1999,99NR01562,-74.01732463276657,41.52383616144496,"(41.52383616144496, -74.01732463276657)"
Primitive Baptist Church of Brookfield,Orange,11/13/1976,90NR02312,-74.47282418759443,41.39034153985065,"(41.39034153985065, -74.47282418759443)"
Rest Haven,Orange,06/26/2017,17NR00015,-74.19547890708704,41.32865609613458,"(41.32865609613458, -74.19547890708704)"
River View House,Orange,11/23/1982,90NR02347,-74.00327505807975,41.43833432161606,"(41.43833432161606, -74.00327505807975)"
Rushmore Memorial Library,Orange,04/11/2008,07NR05822,-74.12532161347795,41.34925835222152,"(41.34925835222152, -74.12532161347795)"
Sands-Ring House,Orange,03/08/1996,90NR03066,-74.03029515293076,41.44024207919428,"(41.44024207919428, -74.03029515293076)"
Sawyer Farmhouse,Orange,06/30/2005,04NR05386,-74.3794870134306,41.37490158827249,"(41.37490158827249, -74.3794870134306)"
"Sayer, Mary Van Duzer, House",Orange,03/08/1996,90NR03053,-74.08648694428216,41.41133448727157,"(41.41133448727157, -74.08648694428216)"
Scribner House,Orange,03/08/1996,90NR03056,-74.0239502343997,41.43742308744059,"(41.43742308744059, -74.0239502343997)"
"Seward, William Henry, Memorial",Orange,12/09/1999,99NR01560,-74.35700916267717,41.33369517473508,"(41.33369517473508, -74.35700916267717)"
"Shafer, Jacob, House",Orange,08/16/1996,96NR01034,-74.2694166500766,41.52347950818119,"(41.52347950818119, -74.2694166500766)"
Shorter House,Orange,08/28/1998,98NR01383,-74.34501249623105,41.57163913915965,"(41.57163913915965, -74.34501249623105)"
Smith Clove Meetinghouse,Orange,01/11/1974,90NR02314,-74.1109338680024,41.36115263099457,"(41.36115263099457, -74.1109338680024)"
Smith House,Orange,08/08/1996,96NR01033,-74.23849013329622,41.54944963951795,"(41.54944963951795, -74.23849013329622)"
Southfield Furnace Ruin,Orange,11/02/1973,90NR02303,-74.18212561478032,41.25373273211375,"(41.25373273211375, -74.18212561478032)"
Southfields Methodist Church,Orange,,07NR05729,-74.17666027177825,41.24552540202084,"(41.24552540202084, -74.17666027177825)"
"Squirrels, The",Orange,11/23/1982,90NR02334,-73.9641612841218,41.3677335020225,"(41.3677335020225, -73.9641612841218)"
St. Andrew's Cemetery,Orange,12/23/2008,08NR05927,-74.14588010223576,41.56960106954704,"(41.56960106954704, -74.14588010223576)"
St. Andrew's Episcopal Church & Rectory,Orange,06/13/2008,08NR05853,-74.19034986458126,41.56013197764985,"(41.56013197764985, -74.19034986458126)"
Sterling Mountain Fire Observation Tower and Observer's Cabin,Orange,07/28/2006,05NR05470,-74.27846818447385,41.19533749001489,"(41.19533749001489, -74.27846818447385)"
St. Mark's Baptist Church,Orange,01/28/2004,03NR05079,-73.96610770067885,41.36734686533464,"(41.36734686533464, -73.96610770067885)"
St. Mark's Episcopal Church,Orange,11/23/1982,90NR02299,-73.98772376973244,41.3303139392992,"(41.3303139392992, -73.98772376973244)"
Stonihurst,Orange,11/23/1982,90NR02335,-73.9666370679943,41.3570796733101,"(41.3570796733101, -73.9666370679943)"
Storm King Highway,Orange,11/23/1982,90NR02300,-73.98194191881475,41.42617744713179,"(41.42617744713179, -73.98194191881475)"
St. Thomas' Episcopal Church,Orange,07/12/2006,06NR05584,-74.01711226833847,41.47099073114843,"(41.47099073114843, -74.01711226833847)"
Sunny Side Farm,Orange,,05NR05448,-74.21648321085576,41.55336750750482,"(41.55336750750482, -74.21648321085576)"
"Sutherland, Daniel, House",Orange,03/08/1996,90NR03057,-74.03771778569805,41.43244610928517,"(41.43244610928517, -74.03771778569805)"
"Sutherland, David, House",Orange,03/08/1996,90NR03058,-74.03944739835283,41.43000075144156,"(41.43000075144156, -74.03944739835283)"
Taylor-Corwin House,Orange,01/05/2005,04NR05256,-74.30256872321044,41.60915165508808,"(41.60915165508808, -74.30256872321044)"
"Tears, John, Inn",Orange,08/21/1997,97NR01238,-74.37201104049838,41.50038659560314,"(41.50038659560314, -74.37201104049838)"
"Thompson, Alexander, House",Orange,06/13/1997,97NR01195,-74.33599612189401,41.56793152950388,"(41.56793152950388, -74.33599612189401)"
"Thompson, Andrew, House",Orange,01/05/2005,03NR05094,-74.33920102246853,41.56251232663799,"(41.56251232663799, -74.33920102246853)"
"Thompson, Robert A., House",Orange,01/30/1998,97NR01194,-74.34151082013442,41.56001390022035,"(41.56001390022035, -74.34151082013442)"
Tuxedo Park,Orange,03/13/1980,90NR02356,-74.20542284944712,41.20048523939738,"(41.20048523939738, -74.20542284944712)"
Tuxedo Park Railroad Station,Orange,12/13/2000,00NR01692,-74.18453273322912,41.19426917459055,"(41.19426917459055, -74.18453273322912)"
Tweddle Farmstead,Orange,09/09/1999,99NR01527,-74.22777216385981,41.50710265042076,"(41.50710265042076, -74.22777216385981)"
Union Chapel,Orange,11/21/2012,12NR06310,-73.9994088680987,41.44310790528762,"(41.44310790528762, -73.9994088680987)"
